element,image
11_33_5,21_23_4
11_33_7_1,21_23_6
11_34_6_0,21_24_5
11_34_11_0,21_24_10
11_34_12_0,21_24_11
11_35_12,21_25_11
11_35_13,21_25_12
11_36_7,21_26_6
11_36_15,21_26_14
11_37_16,21_27_15
11_38_5,21_28_4
11_38_11,21_28_10
11_40_12_0,21_30_11
11_41_4,21_31_3
11_41_11_0,21_31_10_0
11_42_7_1,21_32_6
11_42_15_0,21_32_14
11_42_16_0,21_32_15
11_43_6,21_33_5
11_43_8,21_33_7
11_43_16,21_33_15
11_43_17,21_33_16
11_44_11,21_34_10
11_44_19,21_34_18
11_45_10,21_35_9
11_45_20,21_35_19
11_46_15,21_36_14
11_47_8_0,21_37_7_0
11_47_11,21_37_10_1
11_48_5,21_38_4
11_48_7_0,21_38_6_1
11_48_10,21_38_9_1
11_49_5_0,21_39_4
11_49_6_0,21_39_5
11_49_8,21_39_7
11_49_15_0,21_39_14
11_50_5,21_40_4_1
11_50_6_0,21_40_5_1
11_50_7_0,21_40_6_1
11_50_7_1,21_40_6_0
11_50_11_0,21_40_10
11_50_19_0,21_40_18
11_50_20_0,21_40_19
11_51_6_0,21_41_5_1
11_51_6_1,21_41_5_2
11_51_8_0,21_41_7_1
11_51_12_0,21_41_11
11_51_20,21_41_19
11_51_21,21_41_20
11_52_6_0,21_42_5_1 + 21_42_5_0
11_52_9_0,21_42_8
11_52_15,21_42_14
11_52_23,21_42_22
11_53_14,21_43_13
11_53_24,21_43_23
11_54_19,21_44_18
11_55_6_1,21_45_5_0
11_55_7_1,21_45_6_0
11_55_8_1,21_45_7_0
11_56_6_3,21_46_5
11_56_14,21_46_13
11_56_20_0,21_46_19
11_57_7_0,21_47_6_0
11_57_8_0,21_47_7_1
11_57_9_0,21_47_8_1
11_57_9_1,21_47_8_2
11_57_19_0,21_47_18_0
11_58_7_1,21_48_6_0
11_58_10_0,21_48_9_0
11_58_10_1,21_48_9_1
11_58_15_0,21_48_14
11_59_6_1,21_49_5_0
11_59_7_1,21_49_6
11_59_16_0,21_49_15
11_60_19,21_50_18
11_61_8_1,21_51_7_2
11_61_10_0,21_51_9
11_61_18,21_51_17
11_62_7_0,21_52_6_2
11_63_6_1,21_53_5_3
11_63_7_1,21_53_6_0
11_63_10_1,21_53_9
11_64_5,21_54_4_0
11_64_6_1,21_54_5
11_64_7_0,21_54_6_0
11_64_7_3,21_54_6_1
11_64_8_2,21_54_7
11_64_11,21_54_10_0
11_65_6_0,21_55_5_1
11_65_7_1,21_55_6_1
11_65_8_1,21_55_7_1
11_65_8_2,21_55_7_0 + 21_55_7_1
11_65_10_0,21_55_9
11_65_13_0,21_55_12_1
11_66_9_2,21_56_8
11_66_10_0,21_56_9_1
11_66_11_1,21_56_10_0
11_67_9_0,21_57_8_0
11_67_10_1,21_57_9_1
11_67_11_0,21_57_10
11_68_8_0,21_58_7
11_69_6_0,21_59_5_0
11_69_9_0,21_59_8
11_71_8_2,21_61_7_0
11_73_6,21_63_5_1
12_11_2,23_0_1
12_11_3,23_0_2
12_11_4,23_0_3
12_11_5_1,23_0_4
12_11_6_1,23_0_5
12_11_7_1,23_0_6
12_11_8,23_0_7
12_11_9,23_0_8
12_11_10,23_0_9
12_11_11,23_0_10
12_11_12,23_0_11
12_11_13,23_0_12
12_11_14,23_0_13
12_11_15,23_0_14
12_11_16,23_0_15
12_11_17,23_0_16
12_11_18,23_0_17
12_11_19,23_0_18
12_11_20,23_0_19
12_11_21,23_0_20
12_11_22,23_0_21
12_11_23,23_0_22
12_11_24,23_0_23
12_11_25,23_0_24
12_11_26,23_0_25
12_11_27,23_0_26
12_12_2,23_1_1
12_13_3,23_2_2
12_14_3_0,23_3_2
12_14_4_0,23_3_3
12_17_3,23_6_2
12_18_2,23_7_1
12_18_3_0,23_7_2
12_18_4_0,23_7_3
12_18_5_0,23_7_4
12_19_3_0,23_8_2
12_19_4_1,23_8_3
12_20_4_0,23_9_3
12_20_5_0,23_9_4
12_20_6_1,23_9_5
12_21_7,23_10_6
12_22_7_0,23_11_6
12_22_8_0,23_11_7
12_25_3,23_14_2
12_25_4_0,23_14_3
12_25_6,23_14_5
12_25_7,23_14_6
12_26_3,23_15_2
12_26_4_0,23_15_3
12_26_5,23_15_4
12_26_6_0,23_15_5_1 + 23_15_5_0
12_26_6_1,23_15_5_0
12_26_7_1,23_15_6
12_26_8_0,23_15_7
12_26_9_0,23_15_8
12_27_3,23_16_2
12_27_7,23_16_6
12_27_8_1,23_16_7
12_28_4,23_17_3
12_28_6,23_17_5
12_28_7,23_17_6
12_28_8_0,23_17_7
12_28_9_0,23_17_8
12_28_10_1,23_17_9
12_29_4_0,23_18_3
12_29_5_0,23_18_4_1
12_29_6_0,23_18_5
12_29_11,23_18_10
12_30_11_0,23_19_10
12_30_12_0,23_19_11
12_31_6,23_20_5
12_31_7,23_20_6
12_32_4,23_21_3
12_32_6_0,23_21_5
12_33_5_1,23_22_4
12_33_10,23_22_9
12_33_11,23_22_10
12_34_5,23_23_4
12_34_7,23_23_6
12_34_9_0,23_23_8
12_34_10_0,23_23_9_1 + 23_23_9_0
12_34_10_1,23_23_9_0
12_34_11_1,23_23_10
12_34_12_0,23_23_11
12_34_13_0,23_23_12
12_35_4,23_24_3
12_35_6,23_24_5
12_35_11,23_24_10
12_35_12_1,23_24_11
12_36_5_0,23_25_4
12_36_10,23_25_9
12_36_11,23_25_10
12_36_12_0,23_25_11
12_36_13_0,23_25_12
12_36_14_1,23_25_13
12_37_4,23_26_3
12_37_5,23_26_4
12_37_6_0,23_26_5
12_37_7_0,23_26_6
12_37_9_0,23_26_8
12_37_10_0,23_26_9
12_37_15,23_26_14
12_38_4,23_27_3
12_38_15_0,23_27_14
12_38_16_0,23_27_15
12_39_10,23_28_9
12_39_11,23_28_10
12_40_4,23_29_3
12_40_5_0,23_29_4
12_40_9,23_29_8
12_40_10_0,23_29_9
12_41_3,23_30_2
12_41_4_0,23_30_3
12_41_5_0,23_30_4_1
12_41_5_1,23_30_4_0
12_41_6_0,23_30_5
12_41_7,23_30_6
12_41_8_0,23_30_7
12_41_9_0,23_30_8
12_41_10_0,23_30_9
12_41_11_0,23_30_10
12_41_12_0,23_30_11
12_41_14,23_30_13
12_41_15,23_30_14
12_42_4,23_31_3
12_42_5_1,23_31_4
12_42_6,23_31_5_0
12_42_7_1,23_31_6
12_42_8_0,23_31_7
12_42_9_0,23_31_8_1 + 23_31_8_0
12_42_10_0,23_31_9_0
12_42_10_1,23_31_9_1 + 23_31_9_0
12_42_11_0,23_31_10_0
12_42_11_1,23_31_10_1
12_42_12_0,23_31_11
12_42_13_0,23_31_12
12_42_14_0,23_31_13_1 + 23_31_13_0
12_42_14_1,23_31_13_0
12_42_15_1,23_31_14
12_42_16_0,23_31_15
12_42_17_0,23_31_16
12_43_6_1,23_32_5
12_43_7_0,23_32_6_0
12_43_7_2,23_32_6_1
12_43_8_1,23_32_7_0
12_43_9,23_32_8
12_43_10,23_32_9
12_43_15,23_32_14
12_43_16_1,23_32_15
12_44_5,23_33_4
12_44_6_0,23_33_5
12_44_8,23_33_7
12_44_9_1,23_33_8
12_44_14,23_33_13
12_44_15,23_33_14
12_44_16_0,23_33_15
12_44_17_0,23_33_16
12_44_18_1,23_33_17
12_45_8,23_34_7
12_45_9_0,23_34_8_0
12_45_9_1,23_34_8_1
12_45_10_0,23_34_9_1
12_45_10_1,23_34_9_0
12_45_11_0,23_34_10
12_45_13_0,23_34_12
12_45_14_0,23_34_13
12_45_19,23_34_18
12_46_6,23_35_5
12_46_8_0,23_35_7
12_46_9_0,23_35_8
12_46_10_0,23_35_9
12_46_19_0,23_35_18
12_46_20_0,23_35_19
12_47_7_0,23_36_6
12_47_14,23_36_13
12_47_15,23_36_14
12_48_6_0,23_37_5
12_48_7_0,23_37_6_1
12_48_7_1,23_37_6_0
12_48_8_0,23_37_7_2 + 23_37_7_1
12_48_8_1,23_37_7_0
12_48_8_2,23_37_7_1
12_48_9_0,23_37_8_2
12_48_9_1,23_37_8_0
12_48_9_2,23_37_8_1
12_48_10_1,23_37_9
12_48_11,23_37_10
12_48_13,23_37_12
12_48_14_0,23_37_13
12_49_4,23_38_3
12_49_5_0,23_38_4_1
12_49_5_2,23_38_4_0
12_49_6_1,23_38_5_1
12_49_6_2,23_38_5_0 + 23_38_5_1
12_49_7_1,23_38_6_0
12_49_7_2,23_38_6_1
12_49_7_3,23_38_6_2 + 23_38_6_1
12_49_8_0,23_38_7_2
12_49_8_1,23_38_7_1 + 23_38_7_2
12_49_8_2,23_38_7_0
12_49_9_0,23_38_8_1
12_49_9_1,23_38_8_0
12_49_10_0,23_38_9_1
12_49_10_1,23_38_9_0
12_49_11_0,23_38_10
12_49_18,23_38_17
12_49_19,23_38_18
12_50_4_0,23_39_3
12_50_5_1,23_39_4_0
12_50_5_2,23_39_4_1
12_50_6_1,23_39_5_1
12_50_6_2,23_39_5_0 + 23_39_5_1
12_50_8,23_39_7
12_50_9,23_39_8
12_50_10_0,23_39_9_0
12_50_10_1,23_39_9_1
12_50_14,23_39_13
12_50_15,23_39_14
12_50_17_0,23_39_16
12_50_18_0,23_39_17_1 + 23_39_17_0
12_50_18_1,23_39_17_0
12_50_19_1,23_39_18
12_50_20_0,23_39_19
12_50_21_0,23_39_20
12_51_5_0,23_40_4_2
12_51_5_1,23_40_4_0 + 23_40_4_2
12_51_5_2,23_40_4_1
12_51_6_0,23_40_5_1
12_51_6_2,23_40_5_0
12_51_6_3,23_40_5_2
12_51_7_0,23_40_6_1
12_51_7_2,23_40_6_0
12_51_7_3,23_40_6_2
12_51_8_1,23_40_7
12_51_9_0,23_40_8_0
12_51_9_1,23_40_8_1
12_51_10_1,23_40_9
12_51_11_0,23_40_10_0
12_51_11_1,23_40_10_1
12_51_12_1,23_40_11_0
12_51_13,23_40_12
12_51_14,23_40_13
12_51_19,23_40_18
12_51_20_1,23_40_19
12_52_4,23_41_3
12_52_5_0,23_41_4_2
12_52_5_1,23_41_4_0
12_52_5_2,23_41_4_1
12_52_6_0,23_41_5_2
12_52_6_1,23_41_5_0
12_52_6_2,23_41_5_1 + 23_41_5_2
12_52_7_0,23_41_6_0
12_52_7_2,23_41_6_1
12_52_8_0,23_41_7_0
12_52_8_1,23_41_7_1
12_52_11_0,23_41_10
12_52_12_0,23_41_11
12_52_13_1,23_41_12
12_52_18,23_41_17
12_52_19,23_41_18
12_52_20_0,23_41_19
12_52_21_0,23_41_20
12_52_22_1,23_41_21
12_53_5_0,23_42_4
12_53_6_1,23_42_5
12_53_7_0,23_42_6_0
12_53_8_0,23_42_7
12_53_9_0,23_42_8
12_53_10_0,23_42_9
12_53_12,23_42_11
12_53_13_0,23_42_12_0
12_53_13_2,23_42_12_1
12_53_14_0,23_42_13_1
12_53_14_1,23_42_13_0
12_53_15_0,23_42_14
12_53_17_0,23_42_16
12_53_18_0,23_42_17
12_53_23,23_42_22
12_54_6_0,23_43_5
12_54_7_1,23_43_6
12_54_8_0,23_43_7
12_54_9_0,23_43_8
12_54_12_1,23_43_11
12_54_13_0,23_43_12
12_54_14_0,23_43_13
12_54_23_0,23_43_22
12_54_24_0,23_43_23
12_55_6_0,23_44_5_1
12_55_6_1,23_44_5_0
12_55_7_0,23_44_6_1
12_55_7_2,23_44_6_0
12_55_8_2,23_44_7
12_55_11_0,23_44_10
12_55_18,23_44_17
12_55_19,23_44_18
12_56_4,23_45_3
12_56_5_0,23_45_4
12_56_6_1,23_45_5_0
12_56_6_2,23_45_5_1
12_56_7_1,23_45_6_2
12_56_7_2,23_45_6_1 + 23_45_6_0 + 23_45_6_2
12_56_7_3,23_45_6_0
12_56_8_0,23_45_7_2
12_56_8_1,23_45_7_0 + 23_45_7_1 + 23_45_7_2
12_56_8_2,23_45_7_1 + 23_45_7_2
12_56_9_0,23_45_8
12_56_10_0,23_45_9_0
12_56_10_1,23_45_9_1
12_56_11_1,23_45_10
12_56_12_0,23_45_11
12_56_13_0,23_45_12_0
12_56_13_1,23_45_12_1
12_56_17,23_45_16
12_56_18_0,23_45_17
12_57_6,23_46_5
12_57_7_1,23_46_6_0
12_57_7_3,23_46_6_3
12_57_7_4,23_46_6_1
12_57_8_2,23_46_7_1
12_57_8_3,23_46_7_0
12_57_8_4,23_46_7_2
12_57_9_1,23_46_8_1
12_57_9_2,23_46_8_0 + 23_46_8_1
12_57_9_5,23_46_8_2
12_57_10_1,23_46_9
12_57_11_0,23_46_10
12_57_12_0,23_46_11_1
12_57_12_1,23_46_11_0
12_57_12_2,23_46_11_2
12_57_13_1,23_46_12
12_57_14,23_46_13
12_57_15_0,23_46_14
12_57_16_0,23_46_15
12_57_17_0,23_46_16
12_57_18_0,23_46_17
12_57_19_0,23_46_18
12_57_20_0,23_46_19
12_57_22,23_46_21
12_58_6_0,23_47_5_0
12_58_6_2,23_47_5_1
12_58_7_0,23_47_6_1
12_58_7_2,23_47_6_0
12_58_8_1,23_47_7_0
12_58_8_2,23_47_7_2
12_58_8_3,23_47_7_1
12_58_9_2,23_47_8_0
12_58_9_3,23_47_8_1
12_58_11,23_47_10
12_58_13,23_47_12
12_58_14_0,23_47_13_0
12_58_14_1,23_47_13_1
12_58_15_1,23_47_14
12_58_16_0,23_47_15
12_58_17_0,23_47_16_1
12_58_18_0,23_47_17_0
12_58_18_1,23_47_17_1 + 23_47_17_0
12_58_19_0,23_47_18_0
12_58_19_1,23_47_18_1
12_58_20_0,23_47_19
12_58_21_0,23_47_20
12_59_5,23_48_4_1
12_59_6_1,23_48_5_0
12_59_7_0,23_48_6_1
12_59_7_1,23_48_6_0
12_59_8_0,23_48_7_1 + 23_48_7_0
12_59_9_0,23_48_8
12_59_10_0,23_48_9_0
12_59_10_1,23_48_9_1
12_59_11_1,23_48_10
12_59_12_0,23_48_11
12_59_13_0,23_48_12_0
12_59_13_1,23_48_12_1
12_59_14_1,23_48_13
12_59_15_0,23_48_14_0
12_59_15_1,23_48_14_1
12_59_16_1,23_48_15_0
12_59_17,23_48_16
12_59_18,23_48_17
12_60_5,23_49_4
12_60_6_0,23_49_5_0
12_60_6_2,23_49_5_1
12_60_7_0,23_49_6
12_60_9_0,23_49_8
12_60_10,23_49_9
12_60_11_0,23_49_10
12_60_12_0,23_49_11_0
12_60_12_1,23_49_11_1
12_60_15_0,23_49_14
12_60_16_0,23_49_15
12_60_17_1,23_49_16
12_61_11_0,23_50_10
12_61_14_0,23_50_13
12_61_16,23_50_15
12_61_17_0,23_50_16_0
12_61_17_1,23_50_16_1
12_61_18_0,23_50_17_1
12_61_18_1,23_50_17_0
12_62_6_0,23_51_5
12_62_7_0,23_51_6
12_62_8_0,23_51_7
12_62_9_0,23_51_8
12_62_10_0,23_51_9
12_62_11_1,23_51_10
12_62_12_0,23_51_11
12_62_13_0,23_51_12_0
12_62_13_1,23_51_12_1
12_62_16_1,23_51_15
12_62_17_0,23_51_16
12_63_6_1,23_52_5_0
12_63_6_3,23_52_5_1
12_63_7_1,23_52_6_0
12_63_7_2,23_52_6_1
12_63_8_0,23_52_7
12_63_9_0,23_52_8_0
12_63_9_3,23_52_8_1
12_63_10_1,23_52_9
12_63_11_0,23_52_10
12_63_12_0,23_52_11_0
12_63_12_1,23_52_11_1
12_63_15_0,23_52_14
12_64_5_0,23_53_4
12_64_6_0,23_53_5_1
12_64_6_2,23_53_5_0
12_64_6_5,23_53_5_2
12_64_7_0,23_53_6_1
12_64_8_0,23_53_7_0
12_64_8_2,23_53_7_1
12_64_10_0,23_53_9
12_64_12,23_53_11
12_64_13,23_53_12
12_64_14_0,23_53_13_1
12_64_14_1,23_53_13_0
12_64_15_1,23_53_14_1
12_64_15_2,23_53_14_0
12_65_5_0,23_54_4
12_65_6_1,23_54_5_0
12_65_6_2,23_54_5_1
12_65_7_1,23_54_6_0
12_65_7_2,23_54_6_1
12_65_8_1,23_54_7
12_65_9_0,23_54_8_0
12_65_10_0,23_54_9
12_65_11_0,23_54_10_1
12_65_11_1,23_54_10_0
12_65_11_3,23_54_10_2
12_65_12_0,23_54_11_2 + 23_54_11_1
12_65_12_1,23_54_11_0
12_65_12_2,23_54_11_1
12_65_13_1,23_54_12_2 + 23_54_12_1
12_65_13_2,23_54_12_0
12_65_13_3,23_54_12_1
12_65_14_1,23_54_13_1
12_65_14_2,23_54_13_0 + 23_54_13_1
12_66_5,23_55_4
12_66_6,23_55_5_1
12_66_7_0,23_55_6_0
12_66_7_1,23_55_6_2
12_66_8_0,23_55_7_2
12_66_8_1,23_55_7_0
12_66_8_2,23_55_7_1 + 23_55_7_2
12_66_9_3,23_55_8
12_66_10_0,23_55_9
12_66_11_0,23_55_10
12_66_12_0,23_55_11_0
12_66_12_1,23_55_11_1
12_66_13_1,23_55_12
12_67_6_0,23_56_5_1
12_67_6_1,23_56_5_0 + 23_56_5_1
12_67_8_0,23_56_7_0
12_67_8_2,23_56_7_1
12_67_10_0,23_56_9_0
12_67_10_1,23_56_9_1
12_67_11_1,23_56_10_0
12_67_12_1,23_56_11
12_68_5_0,23_57_4
12_68_6_0,23_57_5
12_68_7_0,23_57_6_0
12_68_7_2,23_57_6_1
12_68_9_0,23_57_8_0
12_68_9_2,23_57_8_2
12_68_10_0,23_57_9_0
12_68_10_1,23_57_9_1 + 23_57_9_0
12_68_11_0,23_57_10_1
12_68_11_1,23_57_10_0
12_69_5_0,23_58_4
12_69_8_0,23_58_7_0
12_69_8_1,23_58_7_1 + 23_58_7_0
12_69_9_0,23_58_8
12_69_10_1,23_58_9
12_70_7_0,23_59_6
12_70_8_0,23_59_7_0
12_70_8_1,23_59_7_1
12_70_9_1,23_59_8_0
12_70_9_2,23_59_8_1
12_71_5,23_60_4
12_71_6_0,23_60_5
12_71_7_0,23_60_6_0
12_71_7_2,23_60_6_1
12_71_8_1,23_60_7_0
12_72_6_0,23_61_5_0 + 23_61_5_1
12_72_6_1,23_61_5_1
12_72_7_0,23_61_6_1
12_73_6_1,23_62_5_0
12_73_6_2,23_62_5_1
13_15_4,25_3_3
13_18_3_0,25_6_2
13_21_4,25_9_3
13_23_8,25_11_7
13_26_7_0,25_14_6
13_29_8_0,25_17_7
13_30_5,25_18_4_1
13_30_6,25_18_5
13_31_12,25_19_11
13_32_7_0,25_20_6
13_33_4,25_21_3
13_33_6_1,25_21_5
13_34_5_1,25_22_4
13_34_11_0,25_22_10
13_35_7_0,25_23_6
13_37_12_0,25_25_11
13_38_7_0,25_26_6
13_38_10,25_26_9
13_39_16,25_27_15
13_40_11_0,25_28_10
13_41_10_0,25_29_9
13_42_6,25_30_5
13_42_15_0,25_30_14
13_43_11_0,25_31_10_0
13_44_10_0,25_32_9
13_45_6,25_33_5
13_45_16_0,25_33_15
13_46_7_0,25_34_6_1
13_46_11_0,25_34_10
13_46_14,25_34_13
13_47_6_0,25_35_5
13_47_10_0,25_35_9
13_47_20,25_35_19
13_48_15_0,25_36_14
13_49_4,25_37_3
13_49_8_0,25_37_7_1
13_49_11_0,25_37_10
13_49_14_0,25_37_13
13_50_7,25_38_6_2
13_50_10_1,25_38_9_1
13_50_19_0,25_38_18
13_51_8_0,25_39_7_1
13_51_15_0,25_39_14
13_52_5_1,25_40_4_3
13_52_7_1,25_40_6_1
13_52_14_0,25_40_13
13_53_6_1,25_41_5_3
13_53_20_0,25_41_19
13_54_9_1,25_42_8
13_54_15_0,25_42_14
13_54_18,25_42_17
13_55_14_0,25_43_13
13_55_24,25_43_23
13_56_5_1,25_44_4_0
13_56_19_0,25_44_18
13_57_8_1,25_45_7_2
13_57_18_0,25_45_17
13_58_14_1,25_46_13
13_59_7_1,25_47_6_2
13_59_19_0,25_47_18_0
13_60_10,25_48_9_1
13_60_18_0,25_48_17
13_61_7_2,25_49_6
13_62_5,25_50_4
13_63_8_0,25_51_7
13_63_9_1,25_51_8
13_64_5_0,25_52_4
13_64_7_1,25_52_6_1
13_65_6_1,25_53_5_2
13_65_7_3,25_53_6_1
13_65_8_0,25_53_7
13_66_11_3,25_54_10_1
13_67_6_0,25_55_5_1
13_67_7_1,25_55_6
13_69_10,25_57_9_2
14_13_2,27_0_1
14_13_3,27_0_2
14_13_4,27_0_3
14_13_5,27_0_4
14_13_6,27_0_5
14_13_7,27_0_6
14_13_8,27_0_7
14_13_9,27_0_8
14_13_10,27_0_9
14_13_11,27_0_10
14_13_12,27_0_11
14_13_13,27_0_12
14_13_14,27_0_13
14_13_15,27_0_14
14_13_16,27_0_15
14_13_17,27_0_16
14_13_18,27_0_17
14_13_19,27_0_18
14_13_20,27_0_19
14_13_21,27_0_20
14_13_22,27_0_21
14_13_23,27_0_22
14_13_24,27_0_23
14_13_25,27_0_24
14_13_26,27_0_25
14_13_27,27_0_26
14_15_3,27_2_2
14_16_2,27_3_1
14_16_3,27_3_2
14_16_4,27_3_3
14_19_3_0,27_6_2
14_20_3,27_7_2
14_20_4_0,27_7_3
14_20_5_0,27_7_4
14_22_4_0,27_9_3
14_23_7,27_10_6
14_24_6,27_11_5
14_24_7,27_11_6
14_24_8,27_11_7
14_27_4,27_14_3
14_27_6,27_14_5
14_27_7,27_14_6
14_28_3,27_15_2
14_28_4,27_15_3
14_28_5,27_15_4
14_28_6,27_15_5_1 + 27_15_5_0
14_28_7,27_15_6
14_28_8_0,27_15_7
14_28_9_0,27_15_8
14_29_7_0,27_16_6
14_30_4_1,27_17_3
14_30_6_0,27_17_5
14_30_7_0,27_17_6
14_30_8_0,27_17_7
14_31_3,27_18_2
14_31_4,27_18_3
14_31_5_0,27_18_4_1
14_31_5_1,27_18_4_0
14_31_6,27_18_5
14_31_11,27_18_10
14_32_4_1,27_19_3
14_32_10,27_19_9
14_32_11,27_19_10
14_32_12,27_19_11
14_33_6_0,27_20_5
14_33_7_0,27_20_6
14_34_4,27_21_3
14_34_6_0,27_21_5
14_35_5_0,27_22_4
14_35_10,27_22_9
14_35_11,27_22_10
14_36_6_0,27_23_5
14_36_7_0,27_23_6
14_36_9,27_23_8
14_36_10,27_23_9_1 + 27_23_9_0
14_36_11,27_23_10
14_36_12_0,27_23_11
14_36_13_0,27_23_12
14_37_6_1,27_24_5
14_37_11_0,27_24_10
14_38_9_0,27_25_8
14_38_10_0,27_25_9
14_38_11_0,27_25_10
14_38_12_0,27_25_11
14_39_7_0,27_26_6
14_39_9_0,27_26_8
14_39_10,27_26_9
14_39_15,27_26_14
14_40_14,27_27_13
14_40_15,27_27_14
14_40_16,27_27_15
14_41_4_0,27_28_3
14_41_9,27_28_8
14_41_10_0,27_28_9
14_41_11_0,27_28_10
14_42_5,27_29_4
14_42_9_0,27_29_8
14_42_10,27_29_9
14_43_4,27_30_3
14_43_5,27_30_4
14_43_6,27_30_5
14_43_8,27_30_7
14_43_9,27_30_8
14_43_10,27_30_9
14_43_11_0,27_30_10
14_43_12_0,27_30_11
14_43_14,27_30_13
14_43_15,27_30_14
14_44_4,27_31_3
14_44_6_0,27_31_5_1
14_44_7,27_31_6
14_44_8,27_31_7
14_44_9_0,27_31_8_1 + 27_31_8_0
14_44_9_1,27_31_8_0
14_44_10_0,27_31_9_0
14_44_10_1,27_31_9_1 + 27_31_9_0
14_44_11_0,27_31_10_0
14_44_11_1,27_31_10_1
14_44_12_1,27_31_11
14_44_13,27_31_12
14_44_14,27_31_13_1 + 27_31_13_0
14_44_15,27_31_14
14_44_16_0,27_31_15
14_44_17_0,27_31_16
14_45_5_1,27_32_4
14_45_8,27_32_7
14_45_9_0,27_32_8
14_45_10_0,27_32_9
14_45_15_0,27_32_14
14_46_5,27_33_4
14_46_6_0,27_33_5
14_46_8_0,27_33_7
14_46_14_0,27_33_13
14_46_15_0,27_33_14
14_46_16_0,27_33_15
14_47_4,27_34_3
14_47_5_0,27_34_4_1
14_47_5_1,27_34_4_0 + 27_34_4_1
14_47_6_0,27_34_5
14_47_7_0,27_34_6_0
14_47_7_1,27_34_6_1
14_47_9,27_34_8
14_47_10_0,27_34_9
14_47_11_0,27_34_10
14_47_13_0,27_34_12
14_47_14,27_34_13
14_47_19,27_34_18
14_48_5_0,27_35_4
14_48_6_0,27_35_5_0
14_48_6_1,27_35_5_1
14_48_9_0,27_35_8
14_48_10,27_35_9
14_48_18,27_35_17
14_48_19,27_35_18
14_48_20,27_35_19
14_49_7_0,27_36_6_0
14_49_8_0,27_36_7
14_49_13,27_36_12
14_49_14_0,27_36_13
14_49_15_0,27_36_14
14_50_4_0,27_37_3
14_50_6_0,27_37_5_0
14_50_7_0,27_37_6_1
14_50_7_1,27_37_6_0
14_50_8_0,27_37_7_2 + 27_37_7_1
14_50_8_1,27_37_7_0
14_50_8_2,27_37_7_1
14_50_9_0,27_37_8_2
14_50_9_1,27_37_8_0
14_50_9_2,27_37_8_1
14_50_10_1,27_37_9
14_50_11_0,27_37_10
14_50_13_0,27_37_12
14_50_14,27_37_13
14_51_4,27_38_3
14_51_5_0,27_38_4_2
14_51_6_1,27_38_5_1
14_51_6_2,27_38_5_0 + 27_38_5_1
14_51_7_1,27_38_6_0
14_51_7_2,27_38_6_1
14_51_8_0,27_38_7_1
14_51_8_1,27_38_7_0 + 27_38_7_1
14_51_9_0,27_38_8_1
14_51_9_1,27_38_8_0
14_51_10_0,27_38_9_1
14_51_10_1,27_38_9_0
14_51_18,27_38_17
14_51_19,27_38_18
14_52_6_1,27_39_5
14_52_8_0,27_39_7
14_52_13,27_39_12
14_52_14_0,27_39_13
14_52_15_0,27_39_14
14_52_17,27_39_16
14_52_18,27_39_17_1 + 27_39_17_0
14_52_19,27_39_18
14_52_20_0,27_39_19
14_52_21_0,27_39_20
14_53_5_0,27_40_4_2
14_53_5_2,27_40_4_1
14_53_6_0,27_40_5_1
14_53_6_1,27_40_5_0 + 27_40_5_1
14_53_7_0,27_40_6_1
14_53_7_1,27_40_6_0
14_53_12,27_40_11
14_53_13_0,27_40_12
14_53_14_0,27_40_13
14_53_19_0,27_40_18
14_54_4_1,27_41_3_1
14_54_5_0,27_41_4_1
14_54_5_1,27_41_4_0 + 27_41_4_1
14_54_6_0,27_41_5_2
14_54_6_1,27_41_5_1 + 27_41_5_2
14_54_8_1,27_41_7
14_54_11_1,27_41_10
14_54_12_0,27_41_11
14_54_17_0,27_41_16
14_54_18_0,27_41_17
14_54_19_0,27_41_18
14_54_20_0,27_41_19
14_55_7_0,27_42_6
14_55_8_0,27_42_7_1
14_55_8_1,27_42_7_0
14_55_9_0,27_42_8_1
14_55_9_1,27_42_8_0
14_55_10_0,27_42_9_0
14_55_10_1,27_42_9_1
14_55_11_1,27_42_10
14_55_13,27_42_12
14_55_14_0,27_42_13
14_55_15_0,27_42_14
14_55_17_0,27_42_16
14_55_18,27_42_17
14_55_23,27_42_22
14_56_5_0,27_43_4
14_56_7_0,27_43_6
14_56_9_0,27_43_8
14_56_10_0,27_43_9
14_56_12_0,27_43_11
14_56_13_0,27_43_12
14_56_14,27_43_13
14_56_22,27_43_21
14_56_23,27_43_22
14_57_5_1,27_44_4_0
14_57_6_0,27_44_5_1
14_57_6_1,27_44_5_0
14_57_7,27_44_6_1
14_57_11_0,27_44_10_0
14_57_11_1,27_44_10_1
14_57_12_1,27_44_11
14_57_17,27_44_16
14_57_18_0,27_44_17
14_57_19_0,27_44_18
14_58_5,27_45_4_1
14_58_6_1,27_45_5_1
14_58_7_0,27_45_6_1
14_58_7_1,27_45_6_0 + 27_45_6_1
14_58_8_0,27_45_7_1
14_58_8_1,27_45_7_0 + 27_45_7_1
14_58_10,27_45_9_0
14_58_11_1,27_45_10
14_58_12,27_45_11
14_58_13_0,27_45_12_0
14_58_13_1,27_45_12_1
14_58_17_0,27_45_16
14_58_18,27_45_17
14_59_7_0,27_46_6_0 + 27_46_6_1
14_59_8_0,27_46_7_0
14_59_9_1,27_46_8_0
14_59_10_0,27_46_9
